,BRK-A_open,BRK-A_high,BRK-A_low,BRK-A_close,BRK-A_volume
2006-10-05,97400.0000,100100.0000,97400.0000,98995.0000,83000
2006-10-04,97400.0000,97800.0000,97300.0000,97699.0000,34000
2006-10-03,95800.0000,97480.0000,95700.0000,97473.0000,60000
2006-10-02,95200.0000,96350.0000,95200.0000,95800.0000,45000
2006-09-29,95600.0000,96100.0000,95600.0000,95800.0000,29000
2006-09-28,95400.0000,95775.0000,94700.0000,95200.0000,31000
2006-09-27,94200.0000,95199.0000,94200.0000,95000.0000,35000
2006-09-26,93700.0000,94800.0000,93700.0000,94400.0000,45000
2006-09-25,93690.0000,93800.0000,92875.0000,93525.0000,43000
2006-09-22,94190.0000,94300.0000,93100.0000,93690.0000,36000
2006-09-21,94880.0000,94880.0000,94150.0000,94201.0000,48000
2006-09-20,94500.0000,95200.0000,94400.0000,94880.0000,33000
2006-09-19,95500.0000,95500.0000,94400.0000,94500.0000,50000
2006-09-18,96800.0000,96850.0000,95500.0000,95500.0000,47000
2006-09-15,96850.0000,97100.0000,96400.0000,96400.0000,18000
2006-09-14,96600.0000,96900.0000,96600.0000,96900.0000,6000
2006-09-13,96000.0000,96750.0000,95800.0000,96750.0000,36000
2006-09-12,96100.0000,96600.0000,96050.0000,96490.0000,20000
2006-09-11,96300.0000,96700.0000,95600.0000,96200.0000,25000
2006-09-08,95900.0000,96200.0000,95750.0000,96100.0000,31000
2006-09-07,95800.0000,96000.0000,95800.0000,95990.0000,11000
2006-09-06,96375.0000,96375.0000,96000.0000,96051.0000,11000
2006-09-05,95950.0000,96400.0000,95410.0000,96400.0000,37000
2006-09-01,95900.0000,96000.0000,95750.0000,96000.0000,25000
2006-08-31,95710.0000,96097.0000,95702.0000,96097.0000,34000
2006-08-30,95800.0000,95801.0000,95800.0000,95801.0000,12000
2006-08-29,95900.0000,96100.0000,95700.0000,96000.0000,22000
2006-08-28,96000.0000,96500.0000,95300.0000,95900.0000,31000
2006-08-25,96400.0000,96400.0000,95775.0000,96000.0000,34000
2006-08-24,95500.0000,96700.0000,95500.0000,96300.0000,98000
2006-08-23,95450.0000,95690.0000,95000.0000,95100.0000,40000
2006-08-22,95900.0000,95900.0000,95300.0000,95300.0000,17000
2006-08-21,95200.0000,95800.0000,95200.0000,95800.0000,17000
2006-08-18,94650.0000,95572.0000,94500.0000,95300.0000,50000
2006-08-17,94300.0000,94800.0000,93700.0000,94450.0000,40000
2006-08-16,92600.0000,94700.0000,92500.0000,94550.0000,67000
2006-08-15,92600.0000,92700.0000,92000.0000,92700.0000,40000
2006-08-14,93100.0000,93116.0000,92600.0000,92685.0000,13000
2006-08-11,92990.0000,93100.0000,92775.0000,93100.0000,23000
2006-08-10,92480.0000,93100.0000,92300.0000,93100.0000,19000
2006-08-09,92600.0000,93100.0000,92600.0000,92800.0000,16000
2006-08-08,92900.0000,93700.0000,92800.0000,93000.0000,61000
2006-08-07,92000.0000,92700.0000,92000.0000,92700.0000,22000
2006-08-04,91500.0000,91790.0000,91500.0000,91710.0000,14000
2006-08-03,91500.0000,91800.0000,91300.0000,91300.0000,20000
2006-08-02,91700.0000,91750.0000,91450.0000,91500.0000,21000
2006-08-01,91600.0000,92000.0000,91350.0000,91501.0000,25000
2006-07-31,91500.0000,92000.0000,91500.0000,91600.0000,25000
2006-07-28,91350.0000,91500.0000,91290.0000,91490.0000,26000
2006-07-27,91000.0000,91300.0000,90700.0000,91180.0000,45000
2006-07-26,90750.0000,91390.0000,90600.0000,91190.0000,61000
2006-07-25,90990.0000,91000.0000,90550.0000,90550.0000,22000
2006-07-24,90200.0000,91300.0000,90150.0000,91000.0000,50000
2006-07-21,90600.0000,90600.0000,89700.0000,90200.0000,48000
2006-07-20,90700.0000,91000.0000,90600.0000,90600.0000,40000
2006-07-19,90300.0000,91000.0000,90300.0000,90850.0000,42000
2006-07-18,90450.0000,90470.0000,89950.0000,90200.0000,41000
2006-07-17,89800.0000,90300.0000,89750.0000,90150.0000,32000
2006-07-14,89700.0000,89900.0000,89600.0000,89800.0000,11000
2006-07-13,90300.0000,90400.0000,89400.0000,89700.0000,51000
2006-07-12,90900.0000,90976.0000,90450.0000,90450.0000,34000
2006-07-11,90990.0000,91025.0000,90850.0000,90850.0000,27000
2006-07-10,90100.0000,91600.0000,90100.0000,91000.0000,58000
2006-07-07,90050.0000,90200.0000,89900.0000,90200.0000,66000
2006-07-06,90400.0000,90400.0000,90250.0000,90250.0000,21000
2006-07-05,91150.0000,91150.0000,90000.0000,90200.0000,54000
2006-07-03,91800.0000,92100.0000,91400.0000,91600.0000,22000
2006-06-30,92100.0000,92200.0000,91300.0000,91659.0000,20000
2006-06-29,92000.0000,92200.0000,91200.0000,92200.0000,27000
2006-06-28,91500.0000,92100.0000,91500.0000,92050.0000,43000
2006-06-27,91600.0000,91900.0000,91450.0000,91450.0000,73000
2006-06-26,92150.0000,92150.0000,89500.0000,91500.0000,80000
2006-06-23,92180.0000,92200.0000,91990.0000,92100.0000,18000
2006-06-22,92490.0000,92500.0000,91800.0000,91980.0000,29000
2006-06-21,92000.0000,92500.0000,91700.0000,92500.0000,71000
2006-06-20,92500.0000,92500.0000,92000.0000,92300.0000,35000
2006-06-19,91875.0000,92600.0000,91875.0000,92600.0000,39000
2006-06-16,91500.0000,91800.0000,91500.0000,91600.0000,23000
2006-06-15,90400.0000,92500.0000,90400.0000,91800.0000,82000
2006-06-14,90300.0000,90350.0000,90000.0000,90100.0000,46000
2006-06-13,90150.0000,90750.0000,89800.0000,90500.0000,44000
2006-06-12,90973.0000,91000.0000,90600.0000,90650.0000,18000
2006-06-09,90400.0000,91000.0000,90400.0000,90973.0000,25000
2006-06-08,90900.0000,90900.0000,89700.0000,90401.0000,99000
2006-06-07,91490.0000,91490.0000,90800.0000,90900.0000,46000
2006-06-06,91550.0000,91700.0000,90700.0000,91500.0000,37000
2006-06-05,91600.0000,91900.0000,91600.0000,91800.0000,26000
2006-06-02,92000.0000,92000.0000,91700.0000,91750.0000,20000
2006-06-01,92340.0000,92340.0000,91550.0000,91990.0000,61000
2006-05-31,92600.0000,92600.0000,92000.0000,92290.0000,57000
2006-05-30,92400.0000,92700.0000,92100.0000,92100.0000,24000
2006-05-26,92300.0000,92500.0000,91700.0000,92500.0000,58000
2006-05-25,92500.0000,92500.0000,91600.0000,92010.0000,36000
2006-05-24,91300.0000,92600.0000,91300.0000,92200.0000,39000
2006-05-23,92500.0000,92500.0000,90900.0000,91100.0000,66000
2006-05-22,91700.0000,93100.0000,91300.0000,92900.0000,124000
2006-05-19,92600.0000,93000.0000,91100.0000,91500.0000,115000
2006-05-18,90900.0000,92600.0000,90900.0000,92100.0000,167000
2006-05-17,90500.0000,90850.0000,90150.0000,90650.0000,159000
2006-05-16,90100.0000,90790.0000,90100.0000,90500.0000,38000
2006-05-15,89400.0000,90100.0000,89400.0000,89910.0000,27000
2006-05-12,89975.0000,89975.0000,89250.0000,89503.0000,29000
2006-05-11,89810.0000,90200.0000,89750.0000,89900.0000,56000
2006-05-10,89600.0000,90200.0000,89600.0000,89800.0000,53000
2006-05-09,89000.0000,89995.0000,89000.0000,89899.0000,45000
2006-05-08,89100.0000,89900.0000,89100.0000,89200.0000,63000
2006-05-05,88300.0000,88710.0000,88000.0000,88710.0000,19000
2006-05-04,88500.0000,88500.0000,88000.0000,88000.0000,25000
2006-05-03,89050.0000,89190.0000,88520.0000,88700.0000,21000
2006-05-02,89650.0000,89700.0000,89200.0000,89280.0000,26000
2006-05-01,89000.0000,89650.0000,89000.0000,89650.0000,42000
2006-04-28,87800.0000,89000.0000,87800.0000,89000.0000,37000
2006-04-27,88600.0000,88800.0000,87800.0000,88000.0000,26000
2006-04-26,86950.0000,88700.0000,86950.0000,88700.0000,63000
2006-04-25,86850.0000,86950.0000,86650.0000,86950.0000,32000
2006-04-24,86800.0000,86800.0000,86500.0000,86800.0000,26000
2006-04-21,86550.0000,86700.0000,86150.0000,86600.0000,44000
2006-04-20,86500.0000,86700.0000,86000.0000,86450.0000,88000
2006-04-19,86300.0000,86825.0000,86100.0000,86825.0000,100000
2006-04-18,86200.0000,86300.0000,85400.0000,86100.0000,66000
2006-04-17,86700.0000,87000.0000,86000.0000,86300.0000,29000
2006-04-13,87200.0000,87200.0000,86700.0000,86700.0000,52000
2006-04-12,87800.0000,87800.0000,87100.0000,87363.0000,24000
2006-04-11,88510.0000,88510.0000,87600.0000,88000.0000,27000
2006-04-10,88800.0000,89000.0000,88000.0000,88590.0000,50000
2006-04-07,89800.0000,89800.0000,88850.0000,89200.0000,26000
2006-04-06,89800.0000,90000.0000,89700.0000,90000.0000,24000
2006-04-05,89900.0000,90100.0000,89700.0000,89990.0000,22000
2006-04-04,90490.0000,90500.0000,90000.0000,90090.0000,31000
2006-04-03,90500.0000,90650.0000,90000.0000,90490.0000,63000
2006-03-31,89800.0000,90425.0000,89800.0000,90350.0000,54000
2006-03-30,89900.0000,89900.0000,89650.0000,89660.0000,15000
2006-03-29,89700.0000,89850.0000,89625.0000,89710.0000,22000
2006-03-28,89990.0000,89990.0000,89600.0000,89600.0000,16000
2006-03-27,89500.0000,90100.0000,89500.0000,89900.0000,31000
2006-03-24,89700.0000,90100.0000,89700.0000,90000.0000,23000
2006-03-23,90000.0000,90200.0000,89800.0000,90000.0000,15000
2006-03-22,89790.0000,90300.0000,89790.0000,90000.0000,36000
2006-03-21,89550.0000,90000.0000,89550.0000,89700.0000,39000
2006-03-20,89200.0000,89900.0000,89200.0000,89900.0000,47000
2006-03-17,89350.0000,89350.0000,88500.0000,88800.0000,21000
2006-03-16,89500.0000,89500.0000,89200.0000,89200.0000,8000
2006-03-15,89600.0000,89600.0000,89000.0000,89390.0000,74000
2006-03-14,90000.0000,90100.0000,89400.0000,89750.0000,56000
2006-03-13,89900.0000,90600.0000,89850.0000,90200.0000,80000
2006-03-10,89800.0000,90200.0000,89700.0000,89900.0000,99000
2006-03-09,89000.0000,89800.0000,88900.0000,89800.0000,74000
2006-03-08,88300.0000,88990.0000,88100.0000,88700.0000,28000
2006-03-07,88000.0000,88400.0000,88000.0000,88400.0000,51000
2006-03-06,87850.0000,88400.0000,87750.0000,88100.0000,75000
2006-03-03,87100.0000,87700.0000,87100.0000,87490.0000,14000
2006-03-02,86800.0000,87200.0000,86800.0000,87000.0000,12000
2006-03-01,86800.0000,87175.0000,86700.0000,86900.0000,19000
2006-02-28,87100.0000,87125.0000,86200.0000,86800.0000,58000
2006-02-27,86950.0000,87600.0000,86700.0000,87375.0000,47000
2006-02-24,87400.0000,87400.0000,86600.0000,86950.0000,17000
2006-02-23,87115.0000,87115.0000,86900.0000,87100.0000,29000
2006-02-22,87150.0000,87350.0000,87100.0000,87100.0000,43000
2006-02-21,87500.0000,87500.0000,87300.0000,87390.0000,27000
2006-02-17,87520.0000,87800.0000,87520.0000,87675.0000,20000
2006-02-16,87900.0000,87900.0000,87590.0000,87590.0000,25000
2006-02-15,88200.0000,88400.0000,87900.0000,88000.0000,20000
2006-02-14,87700.0000,88490.0000,87700.0000,88100.0000,28000
2006-02-13,87800.0000,88000.0000,87775.0000,88000.0000,19000
2006-02-10,88000.0000,88000.0000,88000.0000,88000.0000,18000
2006-02-09,88100.0000,88100.0000,87800.0000,87800.0000,6000
2006-02-08,87700.0000,87800.0000,87500.0000,87800.0000,19000
2006-02-07,88300.0000,88300.0000,87400.0000,87700.0000,21000
2006-02-06,88100.0000,88300.0000,88000.0000,88175.0000,21000
2006-02-03,88610.0000,88610.0000,88000.0000,88275.0000,21000
2006-02-02,88900.0000,88900.0000,88690.0000,88690.0000,16000
2006-02-01,89100.0000,89190.0000,88900.0000,88990.0000,37000
2006-01-31,89275.0000,89490.0000,88990.0000,89490.0000,43000
2006-01-30,89250.0000,89600.0000,89100.0000,89290.0000,35000
2006-01-27,89600.0000,89600.0000,89500.0000,89500.0000,35000
2006-01-26,89650.0000,89650.0000,89490.0000,89600.0000,19000
2006-01-25,89600.0000,89850.0000,89500.0000,89850.0000,19000
2006-01-24,89310.0000,89700.0000,89310.0000,89600.0000,16000
2006-01-23,89500.0000,89800.0000,89300.0000,89300.0000,22000
2006-01-20,89800.0000,89800.0000,89500.0000,89500.0000,18000
2006-01-19,89850.0000,90200.0000,89800.0000,90200.0000,45000
2006-01-18,89250.0000,89950.0000,89100.0000,89950.0000,56000
2006-01-17,89100.0000,89550.0000,88700.0000,89300.0000,56000
2006-01-13,89625.0000,89625.0000,89590.0000,89600.0000,15000
2006-01-12,89410.0000,89900.0000,89300.0000,89300.0000,41000
2006-01-11,89650.0000,89800.0000,89400.0000,89410.0000,26000
2006-01-10,89700.0000,89800.0000,89500.0000,89790.0000,31000
2006-01-09,89300.0000,89900.0000,89200.0000,89900.0000,54000
2006-01-06,89800.0000,90300.0000,89500.0000,89500.0000,45000
2006-01-05,89690.0000,89800.0000,89500.0000,89800.0000,45000
2006-01-04,89200.0000,90300.0000,89200.0000,89690.0000,41000
2006-01-03,88250.0000,89300.0000,88250.0000,89300.0000,45000
2005-12-30,88550.0000,88760.0000,88350.0000,88620.0000,23000
2005-12-29,88600.0000,88700.0000,88450.0000,88700.0000,11000
2005-12-28,88700.0000,88700.0000,88500.0000,88500.0000,25000
2005-12-27,88800.0000,88975.0000,88490.0000,88600.0000,33000
2005-12-23,88600.0000,88800.0000,88600.0000,88700.0000,10000
2005-12-22,89100.0000,89100.0000,88400.0000,88400.0000,43000
2005-12-21,88900.0000,88900.0000,88500.0000,88750.0000,35000
2005-12-20,88850.0000,89000.0000,88700.0000,88700.0000,24000
2005-12-19,89300.0000,89400.0000,89000.0000,89000.0000,28000
2005-12-16,89800.0000,89800.0000,89300.0000,89300.0000,45000
2005-12-15,89300.0000,89500.0000,89300.0000,89300.0000,18000
2005-12-14,89200.0000,89900.0000,89200.0000,89200.0000,27000
2005-12-13,89600.0000,89600.0000,89000.0000,89195.0000,14000
2005-12-12,89500.0000,89800.0000,89500.0000,89500.0000,15000
2005-12-09,89500.0000,89700.0000,89500.0000,89525.0000,12000
2005-12-08,89700.0000,89875.0000,89200.0000,89590.0000,20000
2005-12-07,89700.0000,89900.0000,89390.0000,89800.0000,20000
2005-12-06,89700.0000,89900.0000,89190.0000,89900.0000,27000
2005-12-05,90700.0000,90700.0000,89190.0000,89190.0000,92000
2005-12-02,90900.0000,91200.0000,90800.0000,90900.0000,35000
2005-12-01,89500.0000,90880.0000,89500.0000,90880.0000,83000
2005-11-30,88510.0000,89390.0000,88510.0000,89390.0000,36000
2005-11-29,88000.0000,88310.0000,88000.0000,88310.0000,11000
2005-11-28,87700.0000,88500.0000,87700.0000,87800.0000,27000
2005-11-25,87800.0000,88300.0000,87800.0000,87900.0000,24000
2005-11-23,87300.0000,88600.0000,87300.0000,88100.0000,46000
2005-11-22,87800.0000,87800.0000,86400.0000,87390.0000,84000
2005-11-21,89300.0000,89300.0000,87800.0000,88000.0000,46000
2005-11-18,89500.0000,89900.0000,89500.0000,89500.0000,10000
2005-11-17,89000.0000,89800.0000,89000.0000,89700.0000,32000
2005-11-16,89850.0000,89850.0000,88700.0000,89000.0000,33000
2005-11-15,90200.0000,90200.0000,89900.0000,89990.0000,50000
2005-11-14,90450.0000,90450.0000,89900.0000,90140.0000,29000
2005-11-11,90490.0000,90900.0000,90400.0000,90500.0000,42000
2005-11-10,90490.0000,90500.0000,90000.0000,90490.0000,34000
2005-11-09,90600.0000,90600.0000,90250.0000,90440.0000,37000
2005-11-08,89800.0000,90800.0000,89800.0000,90650.0000,126000
2005-11-07,88000.0000,89890.0000,87400.0000,89890.0000,91000
2005-11-04,88300.0000,88600.0000,87700.0000,88300.0000,43000
2005-11-03,87300.0000,88491.0000,87300.0000,88300.0000,37000
2005-11-02,87000.0000,87300.0000,86625.0000,87200.0000,58000
2005-11-01,85990.0000,86700.0000,85790.0000,86600.0000,45000
2005-10-31,85390.0000,85900.0000,85200.0000,85900.0000,28000
2005-10-28,85050.0000,85390.0000,85050.0000,85200.0000,18000
2005-10-27,84900.0000,84900.0000,84800.0000,84900.0000,37000
2005-10-26,85000.0000,85300.0000,84900.0000,84900.0000,36000
2005-10-25,85000.0000,85100.0000,84700.0000,85100.0000,45000
2005-10-24,84900.0000,85300.0000,84800.0000,84800.0000,47000
2005-10-21,84600.0000,84600.0000,84300.0000,84500.0000,24000
2005-10-20,84800.0000,84800.0000,84305.0000,84500.0000,52000
2005-10-19,84700.0000,84900.0000,84300.0000,84500.0000,55000
2005-10-18,84900.0000,84990.0000,84600.0000,84600.0000,33000
2005-10-17,84700.0000,84850.0000,84600.0000,84850.0000,61000
2005-10-14,84400.0000,84600.0000,84000.0000,84600.0000,43000
2005-10-13,84600.0000,84780.0000,84300.0000,84300.0000,60000
2005-10-12,84400.0000,84800.0000,84225.0000,84800.0000,66000
2005-10-11,84500.0000,84900.0000,84250.0000,84400.0000,72000
2005-10-10,83200.0000,84500.0000,83200.0000,84500.0000,69000
2005-10-07,83000.0000,83200.0000,83000.0000,83100.0000,35000
2005-10-06,83050.0000,83200.0000,82950.0000,83100.0000,61000
2005-10-05,82900.0000,83200.0000,82790.0000,83050.0000,31000
2005-10-04,82500.0000,82500.0000,82490.0000,82500.0000,45000
2005-10-03,82500.0000,82600.0000,82100.0000,82400.0000,44000
2005-09-30,81400.0000,82400.0000,80850.0000,82000.0000,77000
2005-09-29,82350.0000,82350.0000,81300.0000,81400.0000,79000
2005-09-28,82500.0000,82600.0000,82350.0000,82350.0000,57000
2005-09-27,82500.0000,82650.0000,82300.0000,82500.0000,50000
2005-09-26,83200.0000,84100.0000,82400.0000,82500.0000,62000
2005-09-23,80300.0000,83200.0000,80300.0000,82500.0000,72000
2005-09-22,80000.0000,81700.0000,78800.0000,80500.0000,116000
2005-09-21,81600.0000,81700.0000,80460.0000,80500.0000,51000
2005-09-20,81800.0000,82400.0000,81510.0000,81600.0000,46000
2005-09-19,81950.0000,82400.0000,81300.0000,81600.0000,86000
2005-09-16,82700.0000,83000.0000,81400.0000,81400.0000,92000
2005-09-15,82690.0000,82900.0000,82500.0000,82500.0000,69000
2005-09-14,83200.0000,83600.0000,82800.0000,83100.0000,71000
2005-09-13,83100.0000,83200.0000,82600.0000,83190.0000,99000
2005-09-12,83600.0000,83800.0000,83100.0000,83390.0000,59000
2005-09-09,83900.0000,84300.0000,83750.0000,83750.0000,33000
2005-09-08,83800.0000,84400.0000,83800.0000,84400.0000,29000
2005-09-07,83950.0000,84100.0000,83900.0000,84100.0000,22000
2005-09-06,83250.0000,84600.0000,83200.0000,83800.0000,62000
2005-09-02,82700.0000,83000.0000,82700.0000,82990.0000,35000
2005-09-01,83290.0000,83290.0000,82680.0000,82700.0000,36000
2005-08-31,82900.0000,83150.0000,82500.0000,83150.0000,19000
2005-08-30,83100.0000,83200.0000,82890.0000,82900.0000,17000
2005-08-29,83000.0000,83300.0000,82400.0000,83300.0000,27000
2005-08-26,83725.0000,83800.0000,83100.0000,83200.0000,33000
2005-08-25,84200.0000,84200.0000,83700.0000,83700.0000,13000
2005-08-24,84600.0000,84600.0000,84100.0000,84375.0000,19000
2005-08-23,84600.0000,84800.0000,84600.0000,84600.0000,10000
2005-08-22,84800.0000,84800.0000,84400.0000,84600.0000,11000
2005-08-19,84400.0000,85200.0000,84400.0000,85000.0000,27000
2005-08-18,82750.0000,85000.0000,82650.0000,84700.0000,77000
2005-08-17,83225.0000,83225.0000,82950.0000,82950.0000,22000
2005-08-16,83250.0000,83400.0000,82990.0000,83225.0000,33000
2005-08-15,83900.0000,83925.0000,83200.0000,83390.0000,29000
2005-08-12,84100.0000,84200.0000,83750.0000,84200.0000,17000
2005-08-11,83000.0000,84100.0000,83000.0000,84100.0000,31000
2005-08-10,83125.0000,83260.0000,83000.0000,83200.0000,27000
2005-08-09,83300.0000,83300.0000,83000.0000,83200.0000,31000
2005-08-08,83750.0000,83950.0000,83200.0000,83300.0000,30000
2005-08-05,84000.0000,84300.0000,83500.0000,83500.0000,42000
2005-08-04,83250.0000,84000.0000,83200.0000,83995.0000,67000
2005-08-03,83750.0000,83800.0000,83300.0000,83400.0000,28000
2005-08-02,84100.0000,84100.0000,83600.0000,83600.0000,19000
2005-08-01,83825.0000,84100.0000,83800.0000,84100.0000,19000
2005-07-29,83700.0000,83800.0000,83350.0000,83500.0000,19000
2005-07-28,83600.0000,83900.0000,83500.0000,83700.0000,24000
2005-07-27,84000.0000,84200.0000,83800.0000,83800.0000,16000
2005-07-26,84100.0000,84100.0000,83700.0000,83800.0000,25000
2005-07-25,84050.0000,84050.0000,83700.0000,84000.0000,18000
2005-07-22,83750.0000,83830.0000,83700.0000,83710.0000,20000
2005-07-21,83650.0000,83879.0000,83650.0000,83700.0000,10000
2005-07-20,83790.0000,83920.0000,83690.0000,83880.0000,15000
2005-07-19,83600.0000,83900.0000,83600.0000,83700.0000,22000
2005-07-18,84000.0000,84000.0000,83600.0000,83600.0000,12000
2005-07-15,83700.0000,84100.0000,83600.0000,84000.0000,36000
2005-07-14,84500.0000,84550.0000,83600.0000,83700.0000,19000
2005-07-13,84600.0000,84600.0000,84350.0000,84400.0000,7000
2005-07-12,84800.0000,84800.0000,84300.0000,84600.0000,17000
2005-07-11,84900.0000,85400.0000,84800.0000,85300.0000,17000
2005-07-08,85100.0000,85100.0000,84700.0000,85000.0000,15000
2005-07-07,84700.0000,85450.0000,84700.0000,85200.0000,18000
2005-07-06,84600.0000,85375.0000,84500.0000,85375.0000,30000
2005-07-05,83875.0000,84400.0000,83840.0000,84300.0000,23000
2005-07-01,83800.0000,83850.0000,83600.0000,83840.0000,15000
2005-06-30,83200.0000,83700.0000,83200.0000,83500.0000,9000
2005-06-29,83400.0000,83400.0000,83200.0000,83350.0000,17000
2005-06-28,83700.0000,83700.0000,83100.0000,83100.0000,22000
2005-06-27,83000.0000,83700.0000,82800.0000,83500.0000,41000
2005-06-24,82510.0000,83100.0000,82510.0000,82800.0000,22000
2005-06-23,82995.0000,84300.0000,82995.0000,83000.0000,29000
2005-06-22,83350.0000,83400.0000,82850.0000,83000.0000,12000
2005-06-21,82700.0000,84098.0000,82700.0000,83650.0000,42000
2005-06-20,82300.0000,83100.0000,82300.0000,82700.0000,66000
2005-06-17,83700.0000,83700.0000,82375.0000,82375.0000,98000
2005-06-16,83610.0000,83900.0000,83100.0000,83520.0000,42000
2005-06-15,84250.0000,84250.0000,83500.0000,83610.0000,18000
2005-06-14,84300.0000,84400.0000,84100.0000,84400.0000,15000
2005-06-13,83700.0000,84400.0000,83400.0000,84400.0000,20000
2005-06-10,83200.0000,83500.0000,82800.0000,83000.0000,26000
2005-06-09,83000.0000,83490.0000,83000.0000,83075.0000,9000
2005-06-08,83500.0000,83500.0000,82900.0000,83100.0000,17000
2005-06-07,83200.0000,83640.0000,83200.0000,83390.0000,17000
2005-06-06,83500.0000,83900.0000,83000.0000,83190.0000,31000
2005-06-03,84110.0000,84110.0000,83790.0000,83800.0000,12000
2005-06-02,84350.0000,84350.0000,84000.0000,84125.0000,14000
2005-06-01,84300.0000,84700.0000,84210.0000,84350.0000,13000
2005-05-31,85200.0000,85600.0000,84100.0000,84100.0000,52000
2005-05-27,84500.0000,85400.0000,84500.0000,85370.0000,29000
2005-05-26,85450.0000,85450.0000,84500.0000,84750.0000,31000
2005-05-25,85500.0000,85700.0000,85050.0000,85200.0000,44000
2005-05-24,83800.0000,85800.0000,83800.0000,85500.0000,102000
2005-05-23,84300.0000,84300.0000,83450.0000,83490.0000,24000
2005-05-20,83700.0000,84000.0000,83600.0000,84000.0000,41000
2005-05-19,83000.0000,84100.0000,82800.0000,83700.0000,20000
2005-05-18,82700.0000,83000.0000,82600.0000,82900.0000,9000
2005-05-17,82550.0000,82800.0000,82400.0000,82500.0000,36000
2005-05-16,83200.0000,83200.0000,82500.0000,82500.0000,33000
2005-05-13,83500.0000,83500.0000,82950.0000,83000.0000,23000
2005-05-12,83300.0000,83450.0000,82900.0000,83150.0000,29000
2005-05-11,83500.0000,83700.0000,82650.0000,82775.0000,41000
2005-05-10,83950.0000,83950.0000,82700.0000,83100.0000,30000
2005-05-09,84500.0000,84500.0000,83250.0000,83250.0000,24000
2005-05-06,84600.0000,84600.0000,83600.0000,84000.0000,30000
2005-05-05,84800.0000,84800.0000,84150.0000,84200.0000,40000
2005-05-04,84800.0000,85100.0000,84300.0000,84950.0000,87000
2005-05-03,84800.0000,85000.0000,84000.0000,84400.0000,36000
2005-05-02,84900.0000,86210.0000,84800.0000,84900.0000,69000
2005-04-29,83700.0000,84800.0000,83700.0000,84350.0000,76000
2005-04-28,82125.0000,85000.0000,82100.0000,83600.0000,79000
2005-04-27,82350.0000,82600.0000,82000.0000,82305.0000,69000
2005-04-26,83200.0000,83200.0000,82410.0000,82410.0000,71000
2005-04-25,82700.0000,83600.0000,82250.0000,82600.0000,134000
2005-04-22,83750.0000,84200.0000,82000.0000,82050.0000,159000
2005-04-21,84400.0000,84400.0000,83600.0000,83900.0000,99000
2005-04-20,84890.0000,85000.0000,82800.0000,82800.0000,133000
2005-04-19,85700.0000,86001.0000,84500.0000,85090.0000,61000
2005-04-18,85800.0000,86375.0000,85000.0000,85310.0000,66000
2005-04-15,85400.0000,86800.0000,85300.0000,85800.0000,74000
2005-04-14,86600.0000,86600.0000,85800.0000,86000.0000,35000
2005-04-13,87700.0000,87950.0000,86350.0000,86600.0000,45000
2005-04-12,87800.0000,88100.0000,87700.0000,87950.0000,40000
2005-04-11,86700.0000,88100.0000,86700.0000,87570.0000,45000
2005-04-08,87400.0000,87400.0000,86800.0000,86900.0000,17000
2005-04-07,88100.0000,88100.0000,87350.0000,87500.0000,15000
2005-04-06,88000.0000,88900.0000,87600.0000,88300.0000,30000
2005-04-05,87300.0000,88200.0000,87300.0000,88000.0000,25000
2005-04-04,85800.0000,87400.0000,85700.0000,87190.0000,78000
2005-04-01,86500.0000,86800.0000,84800.0000,85000.0000,111000
2005-03-31,87200.0000,87200.0000,86690.0000,87000.0000,34000
2005-03-30,87000.0000,87700.0000,87000.0000,87000.0000,73000
2005-03-29,86000.0000,87000.0000,84500.0000,87000.0000,86000
2005-03-28,87400.0000,87400.0000,86400.0000,86800.0000,25000
2005-03-24,86500.0000,88000.0000,86500.0000,87400.0000,32000
2005-03-23,86600.0000,86860.0000,86400.0000,86500.0000,28000
2005-03-22,87300.0000,87300.0000,86500.0000,86802.0000,40000
2005-03-21,87500.0000,88200.0000,87500.0000,87500.0000,26000
2005-03-18,88200.0000,88500.0000,87600.0000,87600.0000,17000
2005-03-17,86500.0000,89700.0000,86500.0000,88200.0000,57000
2005-03-16,89900.0000,89900.0000,85800.0000,86195.0000,151000
2005-03-15,90600.0000,90800.0000,89800.0000,89900.0000,42000
2005-03-14,90400.0000,90600.0000,90400.0000,90600.0000,14000
2005-03-11,90400.0000,90800.0000,90290.0000,90625.0000,34000
2005-03-10,90800.0000,90800.0000,90150.0000,90700.0000,20000
2005-03-09,90200.0000,91050.0000,90200.0000,91000.0000,62000
2005-03-08,90000.0000,90600.0000,90000.0000,90200.0000,22000
2005-03-07,89300.0000,90400.0000,89300.0000,90100.0000,33000
2005-03-04,89610.0000,89610.0000,88800.0000,89300.0000,39000
2005-03-03,90300.0000,90400.0000,88600.0000,89602.0000,24000
2005-03-02,90500.0000,90500.0000,90200.0000,90300.0000,5000
2005-03-01,90500.0000,90805.0000,90500.0000,90800.0000,60000
2005-02-28,90450.0000,90500.0000,90200.0000,90200.0000,26000
2005-02-25,89975.0000,90700.0000,89975.0000,90490.0000,17000
2005-02-24,90900.0000,90900.0000,90125.0000,90375.0000,20000
2005-02-23,90400.0000,91100.0000,90400.0000,91100.0000,15000
2005-02-22,89900.0000,91000.0000,89800.0000,89900.0000,37000
